,Unnamed: 0,address,building,unit,level,room,用户地址,楼,单元,层,房间
2910,2910,坂田国际中心(b栋1011),b栋,,10,1011,坂田国际中心 (B栋1011),b栋,,10,1011
2911,2911,新华苑(东环二路)(1期4栋2单元703),4栋,2单元,7,703,新华苑(东环二路) (1期4栋2单元703),4栋,2单元,7,703
2912,2912,色彩纯姬美容会所中心(天虹店)(花半里色彩纯姬),,,,,色彩纯姬美容会所中心(天虹店) (花半里色彩纯姬),,,,
2913,2913,民乐翠园-1栋(四单元416),1栋,四单元,4,416,民乐翠园-1栋 (四单元 416),1栋,四单元,4,416
2914,2914,润达圆庭-a栋(812),a栋,,8,12,润达圆庭-A栋 (812),a栋,,8,12
2915,2915,1866绿景中央公馆(南区a1栋11ab),a1栋,,11,ab,1866绿景中央公馆 (南区A1栋11AB),a1栋,,11,ab
2916,2916,星河郡寓(深圳雅宝店)(902（生病麻烦帮忙放门口）),,,9,902,星河郡寓(深圳雅宝店) (902 （生病麻烦帮忙放门口）),,,9,902
2917,2917,坂银谷-a栋(坂银谷2018),a栋,,,2018,坂银谷-A栋 (坂银谷2018),a栋,,20,2018
2918,2918,春华四季园一期-12号楼(春华四季园12栋7单元8b),12号楼|12栋,7单元,8,8b,春华四季园一期-12号楼 (春华四季园12栋7单元8B),12栋,7单元,8,b
2919,2919,中粮祥云广场(2栋a座1601),2栋|a座,,16,1601,中粮祥云广场 (2栋A座1601),2栋a座,,16,1601
2921,2921,金民安写字楼(10楼),,,10,,金民安写字楼 (10楼),,,10楼,
2922,2922,苹果园(水瓶座13e),,,水瓶座13,e,苹果园 (水瓶座13E),,,13,e
2923,2923,万科星火online-7栋(7栋一层bitcion咖啡厅),7栋,一层,,bitcion咖啡厅,万科星火online-7栋 (7栋一层BITCION咖啡厅),7栋,,一层,
2924,2924,铂乐公寓(雅园店)(815),,,8,815,铂乐公寓(雅园店) (815),,,8,825
2925,2925,淘金地大厦-d座(302),d座,,3,302,淘金地大厦-D座 (302),d座,,3,302
2926,2926,樟坑二区116栋(4楼),116栋,,4,,樟坑二区116栋 (4楼),116栋,,4楼,
2927,2927,龙光·玖钻3c(3022),,,30,3022,龙光·玖钻3C (3022),3c,,30,3022
2928,2928,融创智汇大厦-b栋(1307),b栋,,13,1307,融创智汇大厦-B栋 (1307),b栋,,13,1307
2929,2929,万科星火onlne-7号楼(137号),7号楼,,1,37,万科星火ONLNE-7号楼 (137号),7号楼,,1,137号
2930,2930,樟坑老村-28号楼(樟坑老村28号民治街道二办办公楼（民德路),28号楼,,,民治街道二办办公楼,樟坑老村-28号楼 (樟坑老村28号民治街道二办办公楼（民德路),28号楼,,,
2931,2931,星河word写字楼-e栋(508),e栋,,5,508,星河WORD写字楼-E栋 (508),e栋,,5,508
2932,2932,luckincoffee瑞幸咖啡(坂田国际中心店),,,,,luckincoffee瑞幸咖啡(坂田国际中心店),,,,
2933,2933,龙光玖钻(2b409),,,4,409,龙光玖钻 (2B409),2b,,4,409
2934,2934,兴华大厦(409-415),,,,409-415,兴华大厦 (409-415),,,4|4,409|415
2935,2935,阳光假日公寓(217),,,2,17,阳光假日公寓 (217),,,2,217
2936,2936,星河world(雅南路星河worldg2座3楼),g2座,,3,,星河WORLD (雅南路星河World G2座3楼),g2座,,3楼,
2937,2937,万科翰邻城(10栋9bc),10栋,9,,bc,万科翰邻城 (10栋9bc),10栋,,9,bc
2938,2938,华侨城北站壹号-办公楼(17层1701门口),,,17,1701,华侨城北站壹号-办公楼 (17层1701门口),,,17层,1701
2939,2939,莱蒙·春天6期a区(4栋28c),4栋,,28,28c,莱蒙·春天6期A区 (4栋28C),4栋,,28,c
2940,2940,万科和风轩一期-e栋(e座2903),e栋,e座,29,2903,万科和风轩一期-E栋 (e座2903),e栋,,29,2903
2941,2941,第三工业区b区26-1号(泊寓),,,,,第三工业区b区26-1号 (泊寓),26,,,1号
2942,2942,深圳市蓝思网络技术有限公司(蓝思网络技术有限公司),,,,,深圳市蓝思网络技术有限公司 (蓝思网络技术有限公司),,,,
2943,2943,星河world·银湖谷(5栋1805),5栋,,18,05,星河WORLD·银湖谷 (5栋1805),5栋,,18,1805
2944,2944,潜龙曼海宁花园南区(五栋二单元23b),五栋,二单元,23,23b,潜龙曼海宁花园南区 (五栋二单元23b),五栋,二单元,23,b
2945,2945,民治东泉新村小区-56栋(705),56栋,,7,705,民治东泉新村小区-56栋 (705),56栋,,7,705
2946,2946,东海王大厦-f栋(3楼以学教育),f栋,,3,,东海王大厦-F栋 (3楼以学教育),f栋,,3,
2947,2947,家和盛世幼儿园(家和盛世幼儿园),,,,,家和盛世幼儿园 (家和盛世幼儿园),,,,
2948,2948,沙吓村二巷-5栋(102铺),5栋,,1,02,沙吓村二巷-5栋 (102铺),5栋,,1,102铺
2949,2949,总部大厦(39楼),,,39,,总部大厦 (39楼),,,39楼,
2950,2950,星河传奇3期-a栋(1812),a栋,,18,12,星河传奇3期-A栋 (1812),a栋,,18,1812
2951,2951,东海王大厦-c栋(502铭昊教育),c栋,,5,02,东海王大厦-C栋 (502铭昊教育),c栋,,5,502
2952,2952,樟坑三区-129栋(1401),129栋,,14,01,樟坑三区-129栋 (1401),129栋,,14,1401
2953,2953,润达圆庭(a栋1033),a栋,,10,1033,润达圆庭 (A栋1033),a栋,,10,1033
2954,2954,横岭四区-120号楼(904),120号楼,,9,904,横岭四区-120号楼 (904),120号楼,,9,904
2955,2955,坂田国际中心-东南2门(坂田国际中心c1栋410),c1栋,,4,10,坂田国际中心-东南2门 (坂田国际中心c1栋410),c1栋,,4,410
2956,2956,松仔园2区(2区40栋爱上家公寓210),40栋,,2,210,松仔园2区 (2区40栋爱上家公寓210),40栋,,2,210
2957,2957,悦龙华府一期(麻烦带回希尔顿酒店货架),,,,麻烦带回希尔顿酒店货架,悦龙华府一期 (麻烦带回希尔顿酒店货架),,,,
2958,2958,横岭村四区(140栋305),140栋,,3,305,横岭村四区 (140栋305),140栋,,3,305
2959,2959,hbc汇隆中心-北塔(15f),,,15,,HBC汇隆中心-北塔 (15F),北塔,,15,f
2960,2960,龙光玖悦台(7-1-1201),,,12,1201,龙光玖悦台 (7-1-1201),7,1,12,1201
2961,2961,龙塘南四巷-3号楼(龙华区龙塘村南4巷3栋),3栋,,,,龙塘南四巷-3号楼 (龙华区龙塘村南4巷3栋),3号楼,,,
2962,2962,金地上塘道1期(一栋二单元24d),一栋,二单元,24,24d,金地上塘道1期 (一栋二单元24D),一栋,二单元,24,d
2963,2963,民乐澳门新村(75栋404),75栋,,4,04,民乐澳门新村 (75栋404),75栋,,4,404
2964,2964,深圳市计量质量检测研究院(大门保安室),,,,大门保安室,深圳市计量质量检测研究院 (大门保安室),,,,
2965,2965,沙元埔村-116栋(304),116栋,,3,04,沙元埔村-116栋 (304),116栋,,3,304
2966,2966,七星商业广场写字楼b栋(12楼尚闻科技),b栋,,12,尚闻科技,七星商业广场写字楼B栋 (12楼尚闻科技),b栋,,12,
2967,2967,万科第五园8期-6栋-2单元(3d),6栋,2单元,3,3d,万科第五园8期-6栋-2单元 (3D),6栋,2单元,3,d
2968,2968,龙光城北5期-159号楼-1单元(1303),159号楼,1单元,13,1303,龙光城北5期-159号楼-1单元 (1303),159号楼,1单元,13,1303
2969,2969,港铁天颂-a2栋(a2栋2单元202),a2栋,2单元,2,02,港铁天颂-A2栋 (A2栋2单元202),a2栋,2单元,2,202
2970,2970,hbc汇隆中心-1号楼(1316),1号楼,,13,1316,HBC汇隆中心-1号楼 (1316),1号楼,,13,1316
2971,2971,龙光玖钻南区-4a栋(1108),4a栋,,11,08,龙光玖钻南区-4A栋 (1108),4a栋,,11,1108
2972,2972,永香路八巷(永香路八巷六号12楼),,,12,06,永香路八巷 (永香路八巷六号12楼),,,12楼,
2973,2973,星河world1期a座(2308b广联亚),a座,,23,2308b,星河WORLD1期A座 (2308B 广联亚),a座,,23,2308b
2974,2974,荣诚大厦(主楼202),主楼,,2,202,荣诚大厦 (主楼202),,,2,202
2975,2975,金田大厦(和磡路)(1107),,,11,07,金田大厦(和磡路) (1107),,,11,1107
2976,2976,东明大厦(1036),,,10,36,东明大厦 (1036),,,10,1036
2977,2977,南星河world二期-e座(星河world二期e座1408室),e座,,14,1408,南星河WORLD二期-E座 (星河world二期E座1408室),e座,,14,1408室
2978,2978,龙光·玖钻南期-5c栋(825),5c栋,,8,825,龙光·玖钻南期-5C栋 (825),5c栋,,8,825
2979,2979,野妹经典火锅(龙华红山6979店),,,,,野妹经典火锅(龙华红山6979店),,,,
2980,2980,融创智汇大厦-b栋(10楼1008房),b栋,,10,1008房,融创智汇大厦-B栋 (10楼1008房),b栋,,10楼,1008房
2981,2981,上油松邨-142号楼(306),142号楼,,3,306,上油松邨-142号楼 (306),142栋,,3,306
2982,2982,陶家湾(72号屋村汽车服务有限公司),,,,,陶家湾 (72号 屋村汽车服务有限公司),,,,
2983,2983,星河world（二期）-d栋(星河二期d栋),d栋,,,,星河WORLD（二期）-D栋 (星河二期d栋),d栋,,,
2984,2984,hbc汇隆中心(40楼门口地上),,,40,,HBC汇隆中心 (40楼门口地上),,,40,
2985,2985,星河领创天下(二期),,,,,星河领创天下 (二期),,,,
2986,2986,乐溪大厦(8楼826室),,,8,826室,乐溪大厦 (8楼826室),,,8楼,826室
2987,2987,横岭二区(民治横岭二区36栋508),36栋,,5,508,横岭二区 (民治横岭二区36栋508),36栋,,5,508
2988,2988,春华四季园-25栋-3单元(25栋三单元3c),25栋,3单元,,3c,春华四季园-25栋-3单元 (25栋三单元3c),25栋,3单元,3,c
2989,2989,星河传奇铂寓(星河传奇三期a座1101),a座,,11,1101,星河传奇铂寓 (星河传奇三期A座1101),a座,,11,1101
2990,2990,龙光玖悦台营销中心(玖悦台营销中心，幼儿园门口),,,,幼儿园门口,龙光玖悦台营销中心 (玖悦台营销中心，幼儿园门口),,,,
2991,2991,壹城中心第7区(4b栋2705),4b栋,,27,05,壹城中心第7区 (4b栋2705),4b栋,,27,2705
2992,2992,金地梅陇镇4期(19栋5单元25a),19栋,5单元,25,25a,金地梅陇镇4期 (19栋5单元25A),19栋,5单元,25,a
2993,2993,深国际万科和风轩1栋-f座(f2005号),f座,,20,f2005号,深国际万科和风轩1栋-F座 (F2005号),1栋,,20,2005号
2994,2994,荔园新村-51号楼(51栋206),51号楼,,2,06,荔园新村-51号楼 (51栋206),51栋,,2,206
2995,2995,康淮电商中心(电商中心对面越众天屿花园项目部),,,,,康淮电商中心 (电商中心对面越众天屿花园项目部),,,,
2996,2996,民乐新村-52栋(民乐新村52栋7d),52栋,7d,,,民乐新村-52栋 (民乐新村52栋7d),52栋,,7,d
2997,2997,中海锦城(1b31d),,,31,31d,中海锦城 (1B31D),1b,,31,d
2998,2998,老北京炸酱面(红二路店)(金星公寓，红发六巷3号15楼),,,15,红发六巷3号,老北京炸酱面(红二路店) (金星公寓，红发六巷3号15楼),,,15楼,
2999,2999,翠岭华庭(3栋1单元21a),3栋,1单元,21,21a,翠岭华庭 (3栋1单元 21a),3栋,1单元,21,a
3000,3000,万众生活村-30号楼(3单元202),30号楼,3单元,2,202,万众生活村-30号楼 (3单元202),30号楼,3单元,2,202
3001,3001,松仔园(b区2巷20号1302),,,13,02,松仔园 (B区2巷20号1302),,,13,1302
3002,3002,莱蒙·水榭春天(2栋101中信银行),2栋,,1,101中信银行,莱蒙·水榭春天 (2栋101中信银行),2栋,,1,101
3003,3003,儒骏大厦(3楼),,,3,,儒骏大厦 (3楼),,,3楼,
3004,3004,万科星火online(6栋101单元物业服务中心),6栋,101单元,,物业服务中心,万科星火online (6栋101单元物业服务中心),6栋,101单元,,
3005,3005,云里智能园办公区-4栋(4栋306),4栋,,3,306,云里智能园办公区-4栋 (4栋306),4栋,,3,306
3006,3006,锦绣江南花园二期-2栋(6单元313),2栋,6单元,3,313,锦绣江南花园二期-2栋 (6单元313),2栋,6单元,3,313
3007,3007,御龙华庭(7栋607),7栋,,6,607,御龙华庭 (7栋607),7栋,,6,607
3008,3008,坂维园(c栋103),c栋,,1,103,坂维园 (c栋103),c栋,,1,103
3009,3009,品客小镇青创城(c栋4楼b3),c栋,,4,b3,品客小镇青创城 (C栋4楼B3),c栋,,4楼,b3
3010,3010,悦龙华府二期(6-2-2106),,,21,2106,悦龙华府二期 (6-2-2106),6,2,21,2106
3011,3011,樟坑一区132栋(132栋209室),132栋,,2,09,樟坑一区132栋 (132栋209室),132栋,,2,209室
3012,3012,富基置地大厦(2栋b座22e),2栋|b座,,22,22e,富基置地大厦 (2栋B座22E),2栋b座,,22,e
3013,3013,晓寓公寓(长坑区一巷7号612),,,6,12,晓寓公寓 (长坑区一巷7号612),,,6,612
3014,3014,华业玫瑰四季ⅱ(华业玫瑰四季二期2栋13h),2栋,13h,,,华业玫瑰四季Ⅱ (华业玫瑰四季二期2栋13H),2栋,,13,h
3015,3015,民乐新村-58栋(4楼),58栋,,4,,民乐新村-58栋 (4楼),58栋,,4楼,
3016,3016,精锭科技园-10栋(10栋601),10栋|10栋,,6,601,精锭科技园-10栋 (10栋601),10栋,,6,601
3017,3017,珑禧雅苑(1b2502),,,25,2502,珑禧雅苑 (1B2502),1b栋,,,2502
3018,3018,自在国际青年社区(民治店)(a栋1110),a栋,,11,110,自在国际青年社区(民治店) (A栋1110),a栋,,11,1110
3019,3019,东海王(东海王大厦d栋5楼环球易达),d栋,,5,环球易达,东海王 (东海王大厦D栋5楼环球易达),d栋,,5楼,
3020,3020,锦尚商业楼(6楼),,,6,,锦尚商业楼 (6楼),,,6,
3021,3021,祥瑞华大厦(祥瑞华a栋a621),a栋,,6,a621,祥瑞华大厦 (祥瑞华A栋A621),a栋,,6,621
3022,3022,深澳文化产业园-21号楼(2楼),21号楼,,2,,深澳文化产业园-21号楼 (2楼),21号楼,,2,
3023,3023,深圳坂田医院六区社区健康服务中心(二楼药房),,,2,药房,深圳坂田医院六区社区健康服务中心 (二楼药房),,,2,
3024,3024,星河world银湖谷(6栋26层2603),6栋,,26,2603,星河world银湖谷 (6栋26层2603),6栋,,26层,2603
3025,3025,星窝青年创业公寓(塘水围店)(203),,,2,203,星窝青年创业公寓(塘水围店) (203),,,2,203
3026,3026,星河world-g座(g1),g座,,1,,星河WORLD-G座 (G1),g座|g1,1,,
3027,3027,星河worldc座(3楼瞳学科技),,,3,,星河WORLDC座 (3楼瞳学科技 ),c座,,3,
3028,3028,龙华金茂府(3b701),,,7,701,龙华金茂府 (3B701),3b,,7,701
3029,3029,中航天逸花园b栋-b1座(a-2601),b栋|b1座,,26,01,中航天逸花园B栋-B1座 (A-2601),b栋b1座,a,26,2601
3030,3030,坂田中心大厦(801室),,,8,801,坂田中心大厦 (801室),,,8,801室
3031,3031,鑫鼎尚汽车美容(怡翠路店)(旁边办公室),,,,旁边办公室,鑫鼎尚汽车美容(怡翠路店) (旁边办公室),,,,
3032,3032,龙光玖钻北乙期-2b栋(2008),2b栋,,20,08,龙光玖钻北乙期-2B栋 (2008),2b栋,,20,2008
3033,3033,星河world-g座(一楼),g座,,1,,星河WORLD-G座 (一楼),g座,,一楼,
3034,3034,龙光玖钻(4b2109),,,21,09,龙光玖钻 (4B2109),4b,,21,2109
3035,3035,惠鑫公寓-e栋(206),e栋,,2,206,惠鑫公寓-E栋 (206),e栋,,2,206
3036,3036,龙塘新村-38栋(407),38栋,,4,07,龙塘新村-38栋 (407),38栋,,4,407
3037,3037,星河world1期-a座(a2105),a座,,21,05,星河WORLD1期-A座 (A2105),a座,,21,2105
3038,3038,万科第五园3期(万科第五园3期玉溪府d),,,,,万科第五园3期 (万科第五园3期玉溪府D),d,,,
3039,3039,万科星火online天璇仓(7栋109),7栋,,1,109,万科星火ONLINE天璇仓 (7栋109),7栋,,1,109
3040,3040,泊寓(华为南公社一区)(四巷3号10楼),,,10,四巷3号,泊寓(华为南公社一区) (四巷3号10楼),,,10,
3041,3041,景俊大厦-b栋(209),b栋,,2,209,景俊大厦-B栋 (209),b栋,,2,209
3042,3042,星河world-g座(星河wordg栋),g座,,,,星河WORLD-G座 (星河word g栋),g座,,,
3043,3043,龙军花园6栋(1单元20g),6栋,1单元,20,20g,龙军花园6栋 (1单元20g),6栋,1单元,20,g
3044,3044,西头瓜地新村-16号楼(深圳市龙华区西头瓜地新村16号楼),16号楼,,,,西头瓜地新村-16号楼 (深圳市龙华区西头瓜地新村16号 楼),16号楼,,,
3045,3045,华侨城北站壹号-公寓楼(公寓楼26楼2607),公寓楼,,26,2607,华侨城北站壹号-公寓楼 (公寓楼26楼2607),公寓楼,,26,2607
3046,3046,港铁天颂-b5栋-2单元(b5-2-2002),b5栋|b5栋,2单元,20,2002,港铁天颂-b5栋-2单元 (B5-2-2002),b5,2单元|2,20,2002
3047,3047,诚安公馆(永香路8巷6号709),,,7,709,诚安公馆 (永香路8巷6号709),,,7,709
3048,3048,京东便利店(永六街店)(旁边4巷7号华江苑诚安公寓诚安公馆306),华江苑,,3,306,京东便利店(永六街店) (旁边4巷7号华江苑诚安公寓诚安公馆306),,,3,306
3049,3049,深圳市计量质量检测研究院(深圳市计量质量检测研究院大门口),,,,,深圳市计量质量检测研究院 (深圳市计量质量检测研究院大门口),,,,
3050,3050,潜龙曼海宁花园南区(4栋6a室),4栋,6a,,室,潜龙曼海宁花园南区 (4栋6A室),4栋,,6,a室
3051,3051,潜龙鑫茂花园a区-5栋(潜龙鑫茂花园a5栋2单元8d),5栋,2单元,8,8d,潜龙鑫茂花园A区-5栋 (潜龙鑫茂花园A5栋2单元8D),a5栋,2单元,8,d
3052,3052,龙塘新村北二巷-7栋(905),7栋,,,905,龙塘新村北二巷-7栋 (905),7栋,,9,905
3053,3053,华晖瑞禧(华晖瑞禧2c602),,,6,602,华晖瑞禧 (华晖瑞禧2C602),2c,,6,602
3054,3054,悦湖小区-c栋(悦湖大厦c座17c4),c栋,17c,4,,悦湖小区-C栋 (悦湖大厦C座17C4),c座,,17,c4
3055,3055,麒麟东(深圳市龙岗区坂田街道泊寓麒麟公社店2巷6号801),,2巷,8,801,麒麟东 (深圳市龙岗区坂田街道泊寓麒麟公社店2巷6号801),,,8,801
3056,3056,华南科技园-a栋(201(欧亚出行)),a栋,,2,01(欧亚出行),华南科技园-A栋 (201(欧亚出行)),a栋,,,201
3057,3057,东海王大厦-d栋(5楼环球易达),d栋,,5,,东海王大厦-D栋 (5楼环球易达),d栋,,5楼,
3058,3058,莱蒙·水榭春天3期(11栋17c),11栋,,17,17c,莱蒙·水榭春天3期 (11栋17C),11栋,,17,c
3059,3059,聚龙山保障房一期-4栋(b2005),4栋,,,b2005,聚龙山保障房一期-4栋 (B2005),4栋,b,20,2005
3060,3060,龙璧工业城-25栋,25栋,,,,龙璧工业城-25栋,25栋,,,
3061,3061,皓月花园(9栋3单元612),9栋,3单元,6,612,皓月花园 (9栋3单元612),9栋,3单元,6,612
3062,3062,龙华区人民医院水榭春天社区健康服务中心(水榭春天一期商铺2054),,,2,2054,龙华区人民医院水榭春天社区健康服务中心 (水榭春天一期商铺2054),,,20,2054
3063,3063,香林世纪小区-1号无人机取餐柜,1号,,,无人机取餐柜,香林世纪小区-1号无人机取餐柜,,,,取餐柜
3064,3064,佳家公寓(5楼502),,,5楼,502,佳家公寓 (5楼502),,,5,502
3065,3065,永香路6巷4号(六巷四号1108),,,,1108,永香路6巷4号 (六巷四号1108),,,11,1108
3066,3066,鸿荣源.天俊公寓-d栋(813),d栋,,8,13,鸿荣源.天俊公寓-D栋 (813),d栋,,8,813
3067,3067,龙华天虹购物中心(一楼娇韵诗（clarins）),,,1,,龙华天虹购物中心 (一楼娇韵诗（CLARINS）),,,1,
3068,3068,1970文化创意产业园-8号楼(8栋403-5),8号楼|8栋,,4,403-5,1970文化创意产业园-8号楼 (8栋403-5),8栋,,4,403-5
3069,3069,苹果园水瓶座(6h),,,6,6h,苹果园水瓶座 (6H),,,6,h
3070,3070,沙吓新二村-129号楼(102),129号楼,,1,102,沙吓新二村-129号楼 (102),129号楼,,1,102
3071,3071,中心城人民法院(后门智慧公园那个门),,,,,中心城人民法院 (后门 智慧公园那个门),,,,
3072,3072,美吉姆儿童发展中心(龙华天虹中心)(美吉姆),,,,美吉姆,美吉姆儿童发展中心(龙华天虹中心) (美吉姆),,,,
3073,3073,金枫苑-a栋(a栋101),a栋,,1,101,金枫苑-A栋 (A栋101),a栋,,1,101
3074,3074,蓝坤大厦(深圳龙华区蓝坤大厦908),,,9,08,蓝坤大厦 (深圳龙华区蓝坤大厦908),,,9,908
3075,3075,潜龙阁(民乐新村潜龙阁6栋704（社区工作站正对面）),6栋,,7,04,潜龙阁 (民乐新村潜龙阁6栋704（社区工作站正对面）),6栋,,7,704
3076,3076,锦华大厦-西南门(2206),,,22,2206,锦华大厦-西南门 (2206),,,22,2206
3077,3077,九号智能电动车(龙华大道店)(1),,,,1,九号智能电动车(龙华大道店) (1),,,,
3078,3078,万科金域华府一期-3栋(903),3栋,,9,903,万科金域华府一期-3栋 (903),3栋,,9,903
3079,3079,星河worldb座(903),b座,,9,903,星河WORLDB座 (903),b座,,9,903
3080,3080,龙华名车广场(路宏名车),,,,,龙华名车广场 (路宏名车),,,,
3081,3081,星河郡寓(深圳雅宝店)(3819),,,38,3819,星河郡寓(深圳雅宝店) (3819),,,38,3819
3082,3082,莱蒙·水榭春天5期(南门)(4a座30b),4a座,,30,30b,莱蒙·水榭春天5期(南门) (4A座30B),4a座,,20,b
3083,3083,白石龙二区-33栋(808),33栋,,8,808,白石龙二区-33栋 (808),33栋,,8,808
3084,3084,万科星火天璇仓(万科星火天璇仓7栋129),7栋,,1,129,万科星火天璇仓 (万科星火天璇仓7栋129),7栋,,1,129
3085,3085,民乐新村115栋(806),115栋,,8,806,民乐新村115栋 (806),115栋,,8,806
3087,3087,淘景商务大厦(6008),,,6,8,淘景商务大厦 (6008),,,6,6008
3088,3088,万科广场·天誉花园二期(8栋1002),8栋,,10,1002,万科广场·天誉花园二期 (8栋1002),8栋,,10,1002
3089,3089,亚辉龙生物科技大厦,,,,,亚辉龙生物科技大厦,,,,
